no,sub,name,sub_name,area,omosa,takasa,sex,bunrui,tokusei_1,tokusei_2,type_1,type_2,text_1,text_2,text_3,spec_hp,spec_kougeki,spec_bougyo,spec_tokukou,spec_tokubou,spec_subayasa,sugata_text_flg,sugata_text,mega_flg,genshi_flg,kyodai_flg,image_l,image_m,image_s,zukan_no
0789,0,コスモッグ,,7,0.1,0.2,0,せいうんポケモン,129,0,11,0,はかない　ガスじょうの　からだ。　たいきの　チリを　あつめながら　ゆっくりと　せいちょうしていく。　（『ポケットモンスター サン』より）,おおむかしは　ほしのこ　という　なで　よばれた。　べつせかいの　ポケモンと　いわれているが　くわしくは　ふめい。　（『ポケットモンスター ムーン』より）,,3,2,2,2,2,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2cee533b028ad5ab7d79b6af1a67384b.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3540bd5b11239461f26210eb87de91c9.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a09f3f3eba65af4028272d55095dbf9d.png,0789
0790,0,コスモウム,,7,999.9,0.1,0,げんしせいポケモン,40,0,11,0,しんだように　まったく　うごかないが　ふれると　ほのかに　あたたかい。　おおむかしは　ほしのマユと　よばれた。　（『ポケットモンスター サン』より）,かたいカラの　なかで　くろいコアに　なにかが　あつまり　つづけている。　べつせかいの　ポケモンと　いわれる。　（『ポケットモンスター ムーン』より）,,3,2,8,2,8,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ef89921dbfeba35421b95a0570feab8d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/38607abb63e13b03440ef84a90a0f74e.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fb479b70faad350db3502129466ed7db.png,0790
0791,0,ソルガレオ,,7,230.0,3.4,0,にちりんポケモン,224,0,11,17,べつせかいに　すむと　いわれる。　ぜんしんから　はげしいひかりを　はなち　やみよも　まひるのように　てらすのだ。　（『ポケットモンスター サン』より）,コスモッグが　しんかした　♂だと　いわれる。　だい３の　めが　うかぶとき　べつせかいへと　かけぬけていく。　（『ポケットモンスター ムーン』より）,,9,9,7,7,6,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f0462ad5420123869f7147859dd71721.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/68bb11cf1b97cfe502935d29e402d238.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d8c6c1ce3387a66afa3408394fbdfb48.png,0791
0792,0,ルナアーラ,,7,120.0,4.0,0,がちりんポケモン,174,0,11,14,コスモッグが　しんかした　♀だと　いわれる。　だい３の　めが　うかぶとき　べつせかいへと　とびさっていく。　（『ポケットモンスター サン』より）,べつせかいに　すむと　いわれる。　ひかりを　くらいつづけ　まひるも　やみよの　ように　かげらせる。　（『ポケットモンスター ムーン』より）,,9,7,6,9,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/46a834691635f58486dd40993a2c301f.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1dae170a564a615f7e220419faf0b06e.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e870f6002167a896524ae0259248675b.png,0792
0793,0,ウツロイド,,7,55.5,1.2,0,きせいポケモン,166,0,13,8,なぞに　つつまれた　ＵＢの　いっしゅ。　まちゆく　ひとが　きせいされ　あばれだす　すがたが　もくげきされた。　（『ポケットモンスター サン』より）,ＵＢの　いっしゅ。　いしが　あるかは　ふめいだが　ときおり　しょうじょの　ような　しぐさを　みせる。　（『ポケットモンスター ムーン』より）,,7,4,3,8,8,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4198d275083802868ccc1816cd8d41f8.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/125b9e2d5a970b3c994b51ecf9ae9750.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0cf96425839e9809a43a06549225b32e.png,0793
0794,0,マッシブーン,,7,333.6,2.4,0,ぼうちょうポケモン,166,0,12,7,べつせかいから　あらわれた　ＵＢ。　みずからの　からだを　みせつけてくるが　じまんなのか　いかくなのか　ふめい。　（『ポケットモンスター サン』より）,なぞの　せいぶつ　ＵＢ。　いっぱつの　パンチで　ダンプカーを　ふんさいする　こうけいが　もくげき　された。　（『ポケットモンスター ムーン』より）,,7,9,9,4,4,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7c7d90be993f5afdb2c055817c2b3897.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e33c2a5d1259d2da2c2199c3e7f382c2.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/eda27f7f7eca1f095e1ff3ecf2f9cdef.png,0794
0795,0,フェローチェ,,7,25.0,1.8,0,えんびポケモン,166,0,12,7,きけんなＵＢの　いっしゅ。　すさまじい　そくどで　だいちを　しっそうする　すがたが　もくげき　されている。　（『ポケットモンスター サン』より）,ＵＢの　いっしゅ。　このせかいの　ものに　けがれを　かんじるのか　いっさい　てを　ふれようと　しない。　（『ポケットモンスター ムーン』より）,,5,9,3,9,3,9,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/13b897b762b7f6c7d830e9c04d2136dd.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/95144275ca79aea0ca35019e206bb286.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/39f98226703f5d63f76536581289c760.png,0795
0796,0,デンジュモク,,7,100.0,3.8,0,でんしょくポケモン,166,0,5,0,ぜんしんから　すさまじい　でんげきを　ほとばしらせる　こうけいを　もくげき。　なぞの　せいぶつ　ＵＢの　いっしゅだ。　（『ポケットモンスター サン』より）,ウルトラホールから　しゅつげんした。　はつでんしょを　しゅうげき　したため　でんきが　エネルギーと　おもわれる。　（『ポケットモンスター ムーン』より）,,5,6,5,11,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ee6d1aa5f72ccae5fd172150c0682eb6.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/770f81ac7dd5f420e09409d00b258ea1.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9d8f0482baf67b6e114e132d1d9dc86e.png,0796
0797,0,テッカグヤ,,7,999.9,9.2,0,うちあげポケモン,166,0,17,10,ウルトラホールから　あらわれた。　こうそくで　そらを　とぶ　すがたが　もくげき　された　ウルトラビースト。　（『ポケットモンスター サン』より）,ＵＢの　いっしゅ。　２ほんの　うでから　ガスを　ふきだし　もりを　やきはらう　すがたが　かくにん　されている。　（『ポケットモンスター ムーン』より）,,6,6,7,7,6,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/77f9f9d69cdcc09d63b824e5793b4065.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1c4c87e2eb5ba8c09eac29980a8996e3.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/108723624a4a7808dc0d7a78465b57cf.png,0797
0798,0,カミツルギ,,7,0.1,0.3,0,ばっとうポケモン,166,0,4,17,ウルトラホールから　あらわれた　ＵＢ。　みずから　てきを　おそわないようだが　するどい　ぜんしんは　きょうきだ。　（『ポケットモンスター サン』より）,きょだいな　てっとうを　いっとうの　もとに　きりすてる　すがたが　もくげきされた　ビーストの　いっしゅ。　（『ポケットモンスター ムーン』より）,,4,11,8,4,2,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/245bedf41c4cd7582d7df9639932cf81.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6374300aa5b74bd6c4233c7cdfe8b811.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8318045686398d405f6634f7fdfb477c.png,0798
0799,0,アクジキング,,7,888.0,5.5,0,あくじきポケモン,166,0,16,15,やまを　くらい　けずり　ビルを　のみこむ　すがたが　ほうこく　された。　ウルトラビーストの　いっしゅ。　（『ポケットモンスター サン』より）,きけんせいぶつ　ビーストの　いっしゅ。　つねに　なにかを　くらっているようだが　なぜか　フンは　みはっけん。　（『ポケットモンスター ムーン』より）,,14,6,4,6,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a02fd2890e36d17daf4d164304fb1c47.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1688093e55210fea24da312e732e97ed.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ff59254cf251e7c57d4a2ec801550d66.png,0799
0800,0,ネクロズマ,,7,230.0,2.4,0,プリズムポケモン,192,0,11,0,ちかで　ねむりに　ついていたようだ。　たいこに　べつせかいから　やってきたと　おもわれる　ＵＢらしき　せいぶつ。　（『ポケットモンスター サン』より）,ひかりが　エネルギーげん　らしい。　レーザーこうを　ぶっぱなしまくる　ひじょうに　きょうぼうな　せいしつ。　（『ポケットモンスター ムーン』より）,,6,7,6,8,6,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f896a6f3c0423614304bd1077f09b92a.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c52881d1cc8779644f7f2c8cf8abd7e5.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d2397bbd372c74210055fdaec503ab04.png,0800
0800,1,ネクロズマ,たそがれの　たてがみ,7,460.0,3.8,0,プリズムポケモン,192,0,11,17,ソルガレオのひかりを　くらいつづける　すがた。　てきに　とびかかり　せなかと　ししのツメで　あいてを　きりさく。　（『ポケットモンスター ウルトラサン』より）,ソルガレオの　パワーを　すいつづける　ネクロズマの　すがた。　ひじょうに　きょうぼうで　てが　つけられない。　（『ポケットモンスター ウルトラムーン』より）,,6,10,8,7,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6d6cd61f9bee03f7e49b30abce00b273.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/035a67f0301453c238d738552cbb6f5d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/04ed1427cf59a1998444c36eb6a5bd78.png,0800-1
0800,2,ネクロズマ,あかつきの　つばさ,7,350.0,4.2,0,プリズムポケモン,192,0,11,14,ルナアーラに　もはや　いしは　ない。　ネクロズマに　しはいされ　すべての　エネルギーを　ほうしゅつ　しつづける。　（『ポケットモンスター ウルトラサン』より）,ルナアーラのひかりを　くらいつづける　すがた。　きょだいな　ツメで　てきを　つかむと　ちからまかせに　ひきちぎる。　（『ポケットモンスター ウルトラムーン』より）,,6,7,7,10,8,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/543d47c3cb1f38672d18a4f0ddba7d5c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/787cfc0f82c85c66f2e2651d915eac87.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ee81dbcf7dbdf846adf11609586ae0dd.png,0800-2
0800,3,ネクロズマ,ウルトラネクロズマ,7,230.0,7.5,0,プリズムポケモン,193,0,11,15,あっとうてきな　ひかりエネルギーを　きゅうしゅうし　へんかした　すがた。　ぜんしんから　レーザーこうを　はなつ。　（『ポケットモンスター ウルトラサン』より）,ぜんしんから　はなたれる　ひかりは　せいぶつや　しぜんに　さようし　さまざまな　えいきょうを　およぼす。　（『ポケットモンスター ウルトラムーン』より）,,6,10,6,10,6,8,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fdc8c353605520db78537a8010cb0ad7.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/61fcc8f0137aa2feab9ba8b4b69572ef.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ba07ef7a2d3d35183fb521354b0b3605.png,0800-3
0801,0,マギアナ,,7,80.5,1.0,0,じんぞうポケモン,106,0,17,18,５００ねんいじょうまえに　つくられた　じんぞうポケモン。　ひとの　ことばを　りかいするが　しゃべれない。　（『ポケットモンスター サン』より）,きかいじかけの　からだは　ただの　うつわ。　ソウルハートと　よばれる　じんぞうの　たましいが　ほんたい。　（『ポケットモンスター ムーン』より）,,5,6,7,8,7,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/31cf593282748cd4f59bb3a7825fdf11.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/af24ab708ba4a4cc3b7b6319d09bf538.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4f9d751ddadd35e156e9367ee36eca13.png,0801
0802,0,マーシャドー,,7,22.2,0.7,0,かげすみポケモン,121,0,7,14,かげのなかに　ひそむことが　でき　ひとまえに　すがたを　みせないので　そのそんざいは　まぼろし　だった。　（『ポケットモンスター サン』より）,あいての　かげに　もぐりこみ　その　うごきや　ちからを　コピーする。　おくびょうで　よわきな　ポケモン。　（『ポケットモンスター ムーン』より）,,6,8,5,6,6,8,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/45e75ca337265eb4c8a130afe7e6f830.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2e76265904a0c4056daaf557cd834de3.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2c110f9ea272982b7e7b9e09cfae997e.png,0802
0803,0,ベベノム,,7,1.8,0.6,0,どくばりポケモン,166,0,8,0,いせかいに　おいては　たびだちの　パートナーに　えらばれるほど　したしまれている　ウルトラビースト。　（『ポケットモンスター ウルトラサン』より）,いせかいに　すむ　ウルトラビースト。　あたまの　どくばりから　どくえきを　あいてに　かけて　ケラケラ　わらう。　（『ポケットモンスター ウルトラムーン』より）,,4,5,4,5,4,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/59895d88b7ed1c6966184422dbea2086.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8377445b8f5074b2512140d9a23400a1.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a12b92188e9d1fbeb2809fcaece02701.png,0803
0804,0,アーゴヨン,,7,150.0,3.6,0,どくばりポケモン,166,0,8,15,たいないに　すうひゃくリットルの　どくえきを　ためている。　ＵＢと　よばれる　せいぶつの　いっしゅ。　（『ポケットモンスター ウルトラサン』より）,ウルトラビーストの　いっしゅ。　どくばりから　ねんどが　たかく　ひかる　どくえきを　はっしゃする。　（『ポケットモンスター ウルトラムーン』より）,,5,5,5,8,5,8,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b624c75670860748c9e96894c920b103.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/89d67e70b8bfa625a5dca3ab8d59dc44.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/34fe63ed95c31c74972f953a7e4c2905.png,0804
0805,0,ツンデツンデ,,7,820.0,5.5,0,いしがきポケモン,166,0,13,17,ウルトラホールから　しゅつげんした。　ふくすうの　せいめいが　つみあがり　１ぴきを　けいせいしている　ようだ。　（『ポケットモンスター ウルトラサン』より）,ＵＢらしき　なぞの　せいめいたい。　とつぜん　うごきだして　おそってきた　いしがきの　しょうたいは　こいつだ。　（『ポケットモンスター ウルトラムーン』より）,,4,8,13,4,6,1,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/648fd058b51e33e79caf5e3ce79d9396.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/01b326f04bafb7ab5d333b797cb47b4b.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7a05d497f10fe0ab55892ca0c700b399.png,0805
0806,0,ズガドーン,,7,13.0,1.8,0,はなびポケモン,166,0,2,14,クネクネうごいて　ひとに　ちかづくと　とつぜん　あたまを　ばくはつさせた。　ウルトラビーストの　いっしゅらしい。　（『ポケットモンスター ウルトラサン』より）,ウルトラホールから　あらわれたＵＢ。　ばくはつで　あいてを　おどろかし　そのすきに　せいきを　うばっていた。　（『ポケットモンスター ウルトラムーン』より）,,4,8,4,9,5,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/582fae42187dfcbb49d24f634bb87a4e.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/18e6abc863335eb92e2a993c1178fab6.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1ed79d4f4a9bd4d58de1809a75f9398b.png,0806
0807,0,ゼラオラ,,7,44.5,1.5,0,じんらいポケモン,117,0,5,0,りょうてあしの　ツメを　たいでんさせ　あいてを　やつざき。　かわされても　とびちる　でんげきで　かんでんさせる。　（『ポケットモンスター ウルトラサン』より）,かみなりが　おちるのと　おなじ　はやさで　てきに　きゅうせっきん。　するどい　ツメで　やつざきに　する。　（『ポケットモンスター ウルトラムーン』より）,,6,7,5,6,5,9,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f1c64237f40faf6cf539ef96786b6971.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0521448c7dcf7e81d591c9c7fdbb59e7.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0080be03053ed9457750bff4f769c6eb.png,0807
0808,0,メルタン,,99,8.0,0.2,0,ナットポケモン,79,0,17,0,とろりと　とけた　はがねの　からだ。　ちちゅうの　てつぶんや　きんぞくを　とかして　きゅうしゅうする。　（『ポケットモンスター Let's GO! ピカチュウ』より）,とろりと　とけた　はがねの　からだ。　ちちゅうの　てつぶんや　きんぞくを　とかして　きゅうしゅうする。　（『ポケットモンスター Let's GO! イーブイ』より）,,3,4,4,4,3,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6d366287dae6eb26dfe4b80b4be322e6.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/eb0a16cebd38c17782ee75d72c267f78.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c336c104dcae97bb9911a385bdf200b9.png,0808
0809,0,メルメタル,,99,800.0,2.5,0,ナットポケモン,122,0,17,0,てつを　うみだす　ちからを　もつと　あがめられていた。　３０００ねんの　ときを　へて　なぜか　よみがえった。　（『ポケットモンスター Let's GO! ピカチュウ』より）,てつを　うみだす　ちからを　もつと　あがめられていた。　３０００ねんの　ときを　へて　なぜか　よみがえった。　（『ポケットモンスター Let's GO! イーブイ』より）,,8,9,9,5,4,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fcd4a26d26e4281d9630252c7a7338ac.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c1845f6359397dca69c9a0ce4f6567f9.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8404be1f59c4e5a00af202890f8e0cd2.png,0809
0809,1,メルメタル,キョダイマックスのすがた,99,"9,999.9",25.0,0,ナットポケモン,122,0,17,0,とおい　ちほうの　しんわに　のこる　ひとつめのきょじんは　メルメタルが　キョダイマックスした　すがただった。　（『Pok&eacute;mon HOME』より）,おなかの　あなから　だいでんりょくの　ビームを　はっしゃして　いちげきで　あいてを　じょうはつさせる。　（『Pok&eacute;mon HOME』より）,,8,9,9,5,4,2,0,,0,0,1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c3a7470a17f3fc3e8b6345a2b3c2e2db569a0486.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/119cf50737af1102bcd0e449d0dc5e39e8838a89.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/30fe493cf25e91ce41c181d09eb7d596e95fa584.png,0809-1
0810,0,サルノリ,,8,5.0,0.3,1,こざるポケモン,82,0,4,0,持っている　スティックは　サルノリの　体内からの　エネルギーを　浴びて　堅さと　しなやかさが　増している。　（『ポケットモンスター スカーレット』より）,あらゆるものを　スティックで　叩くうちに　どんどん　楽しくなり　リズムの　ノリも　よくなっていく。　（『ポケットモンスター バイオレット』より）,,3,4,3,3,3,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1e1bf5d6f0cb515af4f79431e3a79b21.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5e0cc1d8344de5ae7b77db415003ccc8.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/771e15468ffb2e557c5eb71f13f10a84.png,0810
0811,0,バチンキー,,8,14.0,0.7,1,ビートポケモン,82,0,4,0,２本の　スティックを　使いこなし　激しい　ビートを　刻むだけでなく　戦いでも　相手を　打ちのめす。　（『ポケットモンスター スカーレット』より）,激しい　ビートを　刻むことに　夢中に　なりすぎて　トレーナーの　指示を　聞かなくなることも　ある。　（『ポケットモンスター バイオレット』より）,,5,5,5,4,4,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/79136342a6ae4f212525b2fdab167b14.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/aa1678cdd461eb20284451104b348872.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2e8108341f1bf2a679c764eb4703c46b.png,0811
0812,0,ゴリランダー,,8,90.0,2.1,1,ドラマーポケモン,82,0,4,0,穏やかな　気性の　持ち主だが　調和を　乱すものは　許さず　反省するまで　厳しく　指導。　（『ポケットモンスター スカーレット』より）,ボスに　挑むものが　現れると　ドラミングバトルが　始まり　勝った方が　群れの　ボスとなる。　（『ポケットモンスター バイオレット』より）,,6,8,6,4,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8c86bcbc2c898bc62661225766620245.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1e3f66d997525dafd996ede08b99ec71.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e2fe0ddd88811855408f71ea679ef166.png,0812
0812,1,ゴリランダー,キョダイマックスのすがた,8,"9,999.9",28.0,1,-,82,0,4,0,キョダイマックスの　パワーによって　きりかぶは　せいちょうして　まるで　しんりんのような　ドラムに　なった。　（『ポケットモンスター ソード』より）,ゴリランダーは　もりのドラムと　ひとつとなり　ガラルぜんどを　ゆらす　ドラムビートを　きざみつづける。　（『ポケットモンスター シールド』より）,,6,8,6,4,5,5,0,,0,0,1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/145266d21d1ede942f25cc114feeb208.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/745a2b2af890361007ca3c5ab223bd17.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/64feb6702ed16df979b298179ac4dfef.png,0812-1
0813,0,ヒバニー,,8,4.5,0.3,1,うさぎポケモン,227,0,2,0,全身が　温まることで　本来の　パワーを　発揮できる。　そのため　準備運動を　する。　（『ポケットモンスター スカーレット』より）,炎エネルギーが　集まる　足の　肉球は　高温になり　相手に　大ダメージを　与える。　（『ポケットモンスター バイオレット』より）,,3,5,3,3,3,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f36c01be0f81623abcff6d631993e457.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6822ea37636bd3c7e1385d9f4d90f57c.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2597048cee8c580514125d1d1b118c2f.png,0813
0814,0,ラビフット,,8,9.0,0.6,1,うさぎポケモン,227,0,2,0,ふかふかの　体毛の　おかげで　炎エネルギーを　温めやすく　さらに　強い　炎を　出せる。　（『ポケットモンスター スカーレット』より）,多彩な　キック技が　自慢だが　炎で　熱くなった　額で　繰り出す　頭突きも　強力。　（『ポケットモンスター バイオレット』より）,,4,6,4,4,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f6f90fb8b7fd043e31c26c3bdb2247f4.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e315cc400bde1812b42d47862e4fbce1.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/638271027245cdfaf9ccf63ccfc73324.png,0814
0815,0,エースバーン,,8,33.0,1.4,1,ストライカーポケモン,227,0,2,0,熱くなりやすい　性格だが　信頼する　トレーナーが　いると　隙のない　戦い方を　みせる。　（『ポケットモンスター スカーレット』より）,炎で　作った　ボールを　操って　相手を　牽制したり　目くらましに　使ったりする。　（『ポケットモンスター バイオレット』より）,,5,7,5,4,5,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2322cf469a63c00805be2063f1fc9633.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/534c61e49cd53b006fa749db96b51a20.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/177e891f052e65b2304ed5a76d64b89c.png,0815
0815,1,エースバーン,キョダイマックスのすがた,8,"9,999.9",27.0,1,-,227,0,2,0,エースバーンの　もえる　とうしが　のりうつった　キョダイかえんボールは　あいてを　のがさず　まるやきにする。　（『ポケットモンスター ソード』より）,キョダイマックスの　パワーによって　かえんの　ボールは　ちょっけい　１００メートルを　こえることもある。　（『ポケットモンスター シールド』より）,,5,7,5,4,5,7,0,,0,0,1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/30c8f7d45eed39cf91b9909e7a5cd7f5.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a1378ad98ad6a11f9e151e8a4f764d73.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f02ebeb903e294b487e9ce36d5f8acd0.png,0815-1
0816,0,メッソン,,8,4.0,0.3,1,みずとかげポケモン,58,0,3,0,口から　吹き出す　水の弾で　木の実を　撃ち落として　食べる。　狙いは　百発百中だ。　（『ポケットモンスター スカーレット』より）,警戒心が　強く　どうしても　戦わないと　いけない　ときは　姿を　消してから　攻撃する。　（『ポケットモンスター バイオレット』より）,,3,3,3,5,3,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/71b881cb722f0b605003864c7b9f81d4.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c0ded5a2c3201325fbc852a96a035f85.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d0b71688276ff44abb4d3cdd1925e841.png,0816
0817,0,ジメレオン,,8,11.5,0.7,1,みずとかげポケモン,58,0,3,0,粘液まみれの　長い　舌を　目にも　留まらない　速さで　伸ばし　獲物を　見事に　仕留めてみせる。　（『ポケットモンスター スカーレット』より）,面倒くさがりな　性格だが　知能は　高く　罠を　仕掛けて　自分の　棲み処を　守っている。　（『ポケットモンスター バイオレット』より）,,4,4,4,6,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7859d1ddf1f5696fe495f6b271339a86.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/175164ecc54ee96a3e10b2ad330b0315.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/95448b289612d9426707f23c3698da08.png,0817
0818,0,インテレオン,,8,45.2,1.9,1,エージェントポケモン,58,0,3,0,目の　特殊な　レンズを使って　相手の　体温などを　感知して　急所を　見抜き　攻撃する。　（『ポケットモンスター スカーレット』より）,紳士的な　振る舞いを　みせるが　根っこは　怠け者のまま　なので　トレーナーが　見ていないと　さぼる。　（『ポケットモンスター バイオレット』より）,,5,5,4,8,4,8,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2772c3f65ae182d77af641e8d16edcc6.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0bfb4aad0efbd28aa1c37b52752cd65b.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a09be6dfb3ee0adfd45741c3270052b2.png,0818
0818,1,インテレオン,キョダイマックスのすがた,8,"9,999.9",40.0,1,-,58,0,3,0,みずでっぽうの　そくどは　マッハ７。　あたまの　とさかで　かぜや　きおんを　かんちしながら　ねらいを　さだめる。　（『ポケットモンスター ソード』より）,そげきの　うでまえは　バツグン。　１５キロさきに　ころがる　きのみを　うちぬくのも　あさめしまえだ。　（『ポケットモンスター シールド』より）,,5,5,4,8,4,8,0,,0,0,1,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3d98f951bd6fc130626cf56154a57a40.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/44207f1cf3d7bcdd6c75e5302632bd22.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fbec7567ee4a0977e97736f572e020d0.png,0818-1
